date	open	high	low	close	volume
2008-01-31	27.807	28.143	27.202	27.933	81121.116
2008-02-01	27.975	28.126	26.53	26.832	70075.926
2008-02-04	27.631	29.025	27.631	28.479	60085.744
2008-02-05	28.185	28.815	28.076	28.387	24766.927
2008-02-13	28.37	28.37	27.689	27.698	17098.28
2008-02-14	27.807	27.975	27.572	27.723	22324.093
2008-02-15	27.664	27.664	26.807	26.883	35758.251
2008-02-18	27.387	27.639	27.051	27.328	44905.874
2008-02-19	27.387	28.672	27.219	28.529	44948.231
2008-02-20	28.647	28.966	27.555	27.639	42026.798
2008-02-21	27.488	28.135	27.32	28.0	34385.361
2008-02-22	27.723	27.874	26.681	27.135	34499.168
2008-02-25	27.135	27.278	25.186	25.194	89110.66
2008-02-26	25.287	25.908	24.867	25.488	23701.25
2008-02-27	25.707	25.875	25.303	25.665	36245.233
2008-02-28	25.673	25.959	25.673	25.707	19077.377
2008-02-29	25.707	27.118	25.606	26.748	44654.343
2008-03-03	26.681	27.345	25.942	27.009	20228.945
2008-03-04	27.051	27.614	26.127	26.194	34600.466
2008-03-05	26.194	26.53	25.354	25.69	23342.826
2008-03-06	25.791	26.127	25.387	25.908	34394.762
2008-03-07	25.866	26.211	25.606	25.833	39081.297
2008-03-10	25.572	25.572	24.27	24.598	56263.14
2008-03-11	24.371	25.203	24.279	25.009	36549.27
2008-03-12	25.219	25.287	22.506	22.506	330026.856
2008-03-13	21.431	21.557	20.255	20.414	351120.177
2008-03-14	20.414	20.649	19.12	19.188	254396.911
2008-03-17	19.188	19.557	18.902	19.053	137920.695
2008-03-19	18.944	19.7	18.272	19.297	153304.992
2008-03-20	18.978	20.414	18.314	20.078	130753.177
2008-03-21	20.078	20.33	19.826	20.171	60220.78
2008-03-24	20.733	20.834	19.137	19.146	79263.042
2008-03-25	18.524	20.246	18.524	20.061	84453.781
2008-03-26	20.12	20.347	19.826	20.045	59726.388
2008-03-27	19.742	19.977	19.154	19.742	39126.745
2008-03-28	19.742	20.759	18.902	20.666	59666.523
2008-03-31	20.229	20.75	20.078	20.414	32945.618
2008-04-01	20.154	20.582	19.154	19.154	48870.302
2008-04-02	19.347	20.145	18.65	19.692	50741.297
2008-04-03	19.557	20.162	19.154	20.162	40182.123
2008-04-07	20.33	21.741	20.162	21.716	110174.797
2008-04-08	21.506	21.826	20.876	21.573	94333.709
2008-04-09	21.422	21.422	19.834	20.078	67205.596
2008-04-10	19.742	20.246	19.482	20.229	41803.276
2008-04-11	20.33	20.582	19.986	20.137	30745.863
2008-04-14	19.574	19.977	18.952	19.776	52441.418
2008-04-15	19.322	19.994	19.07	19.818	41087.453
2008-04-16	19.851	19.851	18.944	18.978	52804.336
2008-04-17	18.994	19.473	17.432	17.474	103890.153
2008-04-18	17.356	17.356	15.962	16.466	83873.061
2008-04-21	17.869	17.877	16.256	16.718	107698.61
2008-04-22	16.541	17.541	15.987	17.44	48657.634
2008-04-23	17.054	18.482	16.894	18.247	78330.216
2008-04-24	19.666	20.061	19.053	19.91	282713.305
2008-04-25	19.515	19.742	18.952	19.087	177721.577
2008-04-28	18.692	18.86	17.289	17.516	209938.418
2008-04-29	17.516	17.894	17.222	17.709	98828.855
2008-04-30	17.81	18.894	17.759	18.868	157970.936
2008-05-05	19.112	19.574	19.053	19.557	116961.393
2008-05-06	19.532	19.532	19.053	19.137	80741.085
2008-05-07	18.944	19.809	18.877	18.902	124659.275
2008-05-08	18.566	18.734	18.146	18.7	103993.45
2008-05-09	18.902	18.952	17.927	18.171	81315.479
2008-05-12	17.969	18.39	17.659	18.171	86980.33
2008-05-13	17.39	18.566	17.39	18.356	100710.544
2008-05-14	18.272	19.188	18.154	19.095	85756.473
2008-05-15	19.314	19.961	19.12	19.246	150164.036
2008-05-16	19.566	19.91	19.154	19.792	136909.505
2008-05-19	19.7	20.12	19.414	20.011	68146.52
2008-05-20	20.011	20.028	18.482	18.583	98055.797
2008-05-21	18.364	18.952	17.894	18.7	55239.19
2008-05-22	18.482	19.389	18.062	18.894	69506.472
2008-05-23	18.81	19.423	18.65	19.179	44207.626
2008-05-26	18.936	18.986	18.398	18.692	39902.273
2008-05-27	18.49	18.684	18.079	18.264	30185.322
2008-05-28	18.44	19.154	18.163	19.07	36011.311
2008-05-29	18.986	19.053	18.558	18.566	33018.058
2008-05-30	18.658	19.011	18.264	18.381	49172.129
2008-06-02	18.44	18.482	17.978	18.23	34696.841
2008-06-03	18.272	18.65	18.196	18.566	34126.11
2008-06-04	18.532	19.364	18.44	19.305	101150.297
2008-06-05	19.07	19.322	18.818	19.003	40051.002
2008-06-06	18.944	19.179	18.482	18.625	22972.616
2008-06-10	17.936	17.936	16.76	16.76	47336.468
2008-06-11	16.357	16.718	15.936	16.289	44936.537
2008-06-12	16.197	16.348	15.542	15.878	33372.5
2008-06-13	15.978	16.163	15.13	15.29	27969.345
2008-06-16	15.491	15.491	14.786	14.853	45749.037
2008-06-18	14.197	15.458	13.525	15.012	119540.188
2008-06-19	14.853	14.853	13.509	13.509	54323.107
2008-06-20	13.357	14.282	12.618	13.189	85707.907
2008-06-23	12.971	13.366	12.685	12.845	32540.065
2008-06-24	12.753	13.441	12.736	13.198	29580.29
2008-06-25	13.189	14.029	13.105	13.903	53633.865
2008-06-26	13.903	14.139	13.618	13.912	29214.885
2008-06-27	13.433	13.433	13.047	13.282	62811.639
2008-06-30	13.45	13.777	13.105	13.29	48981.807
2008-07-01	13.231	13.408	12.417	12.433	60466.641
2008-07-02	12.433	12.937	12.417	12.753	42924.324
2008-07-03	12.61	13.324	12.501	13.097	51602.329
2008-07-04	13.105	13.147	12.87	13.005	42370.512
2008-07-07	13.021	14.029	12.895	13.845	103341.349
2008-07-08	13.861	14.155	13.609	13.719	79159.896
2008-07-09	13.853	14.24	13.853	14.147	76954.974
2008-07-10	14.071	14.408	13.861	13.903	83403.905
2008-07-11	13.819	14.08	13.349	13.551	70721.274
2008-07-14	13.441	13.618	13.273	13.593	32192.797
2008-07-15	13.635	13.727	13.03	13.089	44158.682
2008-07-16	12.862	13.105	12.484	12.618	47195.157
2008-07-17	12.769	12.853	12.358	12.442	54879.464
2008-07-18	12.551	12.669	11.778	12.45	99482.192
2008-07-21	12.45	13.366	12.265	13.114	99892.231
2008-07-22	13.063	13.861	12.979	13.693	144174.809
2008-07-23	13.777	13.92	13.483	13.584	100903.227
2008-07-24	13.609	14.332	13.609	14.248	116443.957
2008-07-25	14.071	14.197	13.777	13.87	62469.034
2008-07-28	13.945	15.248	13.945	15.138	230848.911
2008-07-29	14.87	15.542	14.702	14.777	226977.413
2008-07-30	15.039	15.208	14.304	14.355	150851.801
2008-07-31	14.414	15.453	14.236	15.208	168450.238
2008-08-01	15.022	15.293	14.667	15.022	76874.278
2008-08-04	14.862	15.157	14.524	14.608	61167.52
2008-08-05	14.887	15.2	14.549	14.684	63071.365
2008-08-06	14.794	14.955	14.203	14.794	43089.759
2008-08-07	14.811	15.124	14.363	14.634	42831.265
2008-08-08	14.803	14.912	14.067	14.076	60203.008
2008-08-11	13.983	14.439	13.746	13.907	80243.689
2008-08-12	13.273	14.642	13.273	14.355	65992.756
2008-08-13	14.203	14.803	14.203	14.566	50802.573
2008-08-14	14.566	14.946	14.363	14.6	34204.48
2008-08-15	14.574	15.124	14.355	15.005	50227.151
2008-08-18	15.005	15.098	14.093	14.312	54493.458
2008-08-19	14.008	14.625	13.941	14.507	23999.759
2008-08-20	14.507	15.715	14.363	15.563	88078.362
2008-08-21	15.377	15.605	14.921	15.36	58237.393
2008-08-22	15.149	15.622	15.124	15.326	41392.676
2008-08-25	15.318	15.462	14.71	14.735	49830.72
2008-08-26	14.473	14.617	14.194	14.296	54496.482
2008-08-27	14.194	14.456	13.772	13.924	33436.558
2008-08-28	13.349	14.067	13.349	14.051	44955.576
2008-08-29	14.025	14.532	14.025	14.38	23686.237
2008-09-01	14.338	14.617	14.093	14.405	28686.729
2008-09-02	14.236	14.574	14.034	14.194	23758.644
2008-09-03	14.135	14.405	14.025	14.127	32259.066
2008-09-04	14.127	14.346	13.096	13.831	50601.371
2008-09-05	13.527	13.721	13.231	13.577	24226.545
2008-09-08	13.561	13.569	13.18	13.349	31722.171
2008-09-09	13.366	13.603	13.349	13.392	28101.109
2008-09-10	13.392	13.772	13.349	13.535	13901.486
2008-09-11	13.451	13.814	13.392	13.484	22296.652
2008-09-12	13.603	13.645	13.383	13.4	20788.655
2008-09-16	13.223	13.738	13.172	13.637	38297.296
2008-09-17	13.653	13.839	12.673	13.307	46396.201
2008-09-18	13.011	13.4	11.981	12.8	35719.565
2008-09-19	13.941	14.084	13.772	14.084	88375.105
2008-09-22	14.828	15.495	14.025	14.481	114809.842
2008-09-23	14.194	14.279	13.544	13.822	51563.331
2008-09-24	13.603	14.051	13.163	14.017	37297.071
2008-09-25	13.941	14.701	13.755	14.524	52868.275
2008-09-26	14.659	14.879	14.456	14.701	37567.327
2008-10-06	14.701	14.786	13.941	14.008	27239.514
2008-10-07	13.772	14.194	13.67	13.958	18661.817
2008-10-08	13.772	14.118	13.256	13.451	26167.506
2008-10-09	13.687	13.814	12.673	12.8	47077.479
2008-10-10	12.403	13.028	12.057	12.733	50926.756
2008-10-13	12.547	13.003	12.403	12.944	35394.527
2008-10-14	13.51	13.561	12.656	12.665	32961.154
2008-10-15	12.648	12.758	12.504	12.673	18091.98
2008-10-16	12.293	12.488	11.702	11.896	43408.283
2008-10-17	11.981	12.082	10.967	11.195	82644.66
2008-10-20	11.161	11.389	10.713	11.22	50386.016
2008-10-21	11.322	11.355	10.984	11.288	38373.033
2008-10-22	11.153	11.313	10.992	11.262	34032.097
2008-10-23	11.0	11.33	10.967	11.305	17770.212
2008-10-24	11.541	11.541	11.237	11.457	22957.12
2008-10-27	11.127	11.279	10.561	10.586	39344.557
2008-10-28	10.418	10.51	9.53	9.708	146336.159
2008-10-29	9.632	9.649	8.736	8.745	126486.001
2008-10-30	8.736	9.192	8.449	8.964	107601.048
2008-10-31	8.888	9.099	8.795	8.998	47900.86
2008-11-03	8.947	9.083	8.753	8.838	17739.212
2008-11-04	8.871	9.201	8.787	9.007	42219.47
2008-11-05	9.083	9.463	9.04	9.421	62721.445
2008-11-06	9.125	9.361	8.762	8.812	60797.584
2008-11-07	8.576	8.812	8.398	8.778	99662.884
2008-11-10	8.888	9.463	8.863	9.429	94453.822
2008-11-11	9.294	9.758	9.192	9.353	63900.99
2008-11-12	9.209	9.463	9.142	9.353	46843.909
2008-11-13	9.243	10.096	9.167	10.046	136290.539
2008-11-14	9.978	10.502	9.902	10.291	109375.473
2008-11-17	10.274	10.637	10.156	10.468	106515.489
2008-11-18	10.367	10.561	9.421	9.463	88115.52
2008-11-19	9.463	10.24	9.463	10.096	112845.604
2008-11-20	10.054	10.612	9.978	10.426	172337.163
2008-11-21	10.13	10.874	9.885	10.603	111204.342
2008-11-24	10.553	10.637	9.936	9.978	74624.128
2008-11-25	10.122	10.265	9.733	9.801	65323.28
2008-11-26	9.767	9.919	9.615	9.792	40821.588
2008-11-27	10.35	10.477	9.708	9.716	118174.522
2008-11-28	9.716	9.716	8.745	9.311	160753.916
2008-12-01	8.897	9.167	8.77	9.074	126871.956
2008-12-02	8.745	9.125	8.745	8.956	94300.643
2008-12-03	9.032	9.64	9.032	9.623	195588.685
2008-12-04	9.758	10.172	9.632	9.809	197419.262
2008-12-05	9.826	9.919	9.48	9.818	134971.418
2008-12-08	10.037	10.434	9.911	10.426	208658.654
2008-12-09	10.468	10.468	10.054	10.13	134466.984
2008-12-10	10.096	10.358	10.037	10.316	169440.003
2008-12-11	10.341	10.561	10.063	10.113	161618.798
2008-12-12	9.936	10.088	9.513	9.573	108797.55
2008-12-15	9.826	9.97	9.606	9.801	88627.398
2008-12-16	9.742	9.826	9.53	9.801	50505.425
2008-12-17	9.894	10.181	9.843	10.004	105145.235
2008-12-18	9.97	10.274	9.809	10.223	72050.216
2008-12-19	10.257	10.35	10.156	10.198	69322.035
2008-12-22	10.198	10.257	9.944	10.096	42484.825
2008-12-23	10.08	10.249	9.801	9.801	88556.512
2008-12-24	9.623	10.223	9.573	10.054	111883.872
2008-12-25	10.037	10.113	9.573	9.666	63583.192
2008-12-26	9.674	9.733	9.201	9.471	69494.638
2008-12-29	9.294	9.539	9.023	9.387	52550.578
